#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
afb51f2a48           -            545 PBAT.aln             -            294   1.1e-12   42.9   0.0   1   1   3.8e-14   1.5e-12   42.5   0.0    19   120   110   219    77   296 0.85 -
03f3222488           -            548 PBAT.aln             -            294   1.4e-12   42.6   0.0   1   1   4.9e-14   1.9e-12   42.1   0.0    20   124   114   230    75   280 0.84 -
f41c6d89a0           -            555 PBAT.aln             -            294     2e-12   42.1   0.0   1   1   6.8e-14   2.7e-12   41.6   0.0    20   120   114   222    77   289 0.84 -
54b0f51654           -            548 PBAT.aln             -            294   2.1e-12   42.0   0.0   1   1   7.6e-14     3e-12   41.5   0.0    20   120   114   222    77   266 0.84 -
114e6d2abe           -            545 PBAT.aln             -            294   2.6e-12   41.7   0.0   1   1   9.4e-14   3.7e-12   41.2   0.0    20   124   111   227    81   272 0.81 -
4fd7439f5f           -            545 PBAT.aln             -            294     4e-12   41.1   0.0   1   1   1.4e-13   5.6e-12   40.6   0.0    19   120   110   219    78   296 0.85 -
59bb4d8994           -            545 PBAT.aln             -            294   4.1e-12   41.1   0.0   1   1   1.5e-13   5.8e-12   40.6   0.0    19   120   110   219    78   295 0.86 -
e542ce1613           -            545 PBAT.aln             -            294   4.2e-12   41.0   0.0   1   1   1.6e-13   6.2e-12   40.5   0.0    20   120   111   219    78   267 0.82 -
9c28e36175           -            545 PBAT.aln             -            294   7.3e-12   40.2   0.0   1   1   2.7e-13   1.1e-11   39.7   0.0    23   120   114   219    81   267 0.82 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/plastic_families/hmm/PBAT.hmm
# Target file:     /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta
# Option settings: hmmsearch --tblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/plastic_families/PBAT/PBAT.tblout.tsv --domtblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/plastic_families/PBAT/PBAT.domtblout.tsv --cpu 4 /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/plastic_families/hmm/PBAT.hmm /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta 
# Current dir:     /gpfs/work/bio/yueqingxing22/igem/HMM/scripts
# Date:            Thu Aug 28 12:47:13 2025
# [ok]
