#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
afb51f2a48           -          BD-FAE.aln           -            1.6e-06   21.9   0.0   7.5e-06   19.8   0.0   2.1   1   1   0   1   1   1   1 -
59bb4d8994           -          BD-FAE.aln           -              2e-06   21.7   0.0   8.5e-06   19.6   0.0   2.1   1   1   0   1   1   1   1 -
54b0f51654           -          BD-FAE.aln           -            2.6e-06   21.3   0.0   4.6e-06   20.5   0.0   1.3   1   0   0   1   1   1   1 -
03f3222488           -          BD-FAE.aln           -            2.6e-06   21.2   0.0   4.7e-06   20.4   0.0   1.3   1   0   0   1   1   1   1 -
f41c6d89a0           -          BD-FAE.aln           -            2.7e-06   21.2   0.0   4.7e-06   20.4   0.0   1.3   1   0   0   1   1   1   1 -
4fd7439f5f           -          BD-FAE.aln           -            3.6e-06   20.8   0.0   9.7e-06   19.4   0.0   1.8   1   1   0   1   1   1   1 -
e542ce1613           -          BD-FAE.aln           -            1.4e-05   18.9   0.0   4.3e-05   17.3   0.0   1.7   1   1   0   1   1   1   1 -
114e6d2abe           -          BD-FAE.aln           -            2.3e-05   18.1   0.0   6.4e-05   16.7   0.0   1.7   1   1   0   1   1   1   1 -
9c28e36175           -          BD-FAE.aln           -            5.3e-05   17.0   0.0   0.00011   15.9   0.0   1.5   1   1   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/pfam_families/hmm/BD-FAE.hmm
# Target file:     /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta
# Option settings: hmmsearch --tblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/pfam_families/BD-FAE/BD-FAE.tblout.tsv --domtblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/pfam_families/BD-FAE/BD-FAE.domtblout.tsv --cpu 4 /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/pfam_families/hmm/BD-FAE.hmm /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta 
# Current dir:     /gpfs/work/bio/yueqingxing22/igem/HMM/scripts
# Date:            Thu Aug 28 13:05:26 2025
# [ok]
