#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
6b5630735c           -            726 PHB.aln              -            425   1.2e-05   19.3   0.0   1   1   6.1e-07   2.2e-05   18.4   0.0    39   177   512   658   492   661 0.78 -
54b0f51654           -            548 PHB.aln              -            425   3.2e-05   17.8   0.0   1   1   1.2e-06   4.4e-05   17.4   0.0    41   173   107   237    65   287 0.79 -
f41c6d89a0           -            555 PHB.aln              -            425   3.4e-05   17.8   0.0   1   1   1.3e-06   4.7e-05   17.3   0.0    41   173   107   237    65   294 0.79 -
03f3222488           -            548 PHB.aln              -            425   8.7e-05   16.4   0.0   1   1   3.3e-06   0.00012   16.0   0.0    41   169   107   232    65   287 0.78 -
9c28e36175           -            545 PHB.aln              -            425   0.00089   13.1   0.0   1   1   3.1e-05    0.0011   12.8   0.0    41   171   104   232    70   338 0.76 -
e542ce1613           -            545 PHB.aln              -            425    0.0013   12.6   0.0   1   1   4.6e-05    0.0017   12.2   0.0    40   171   103   232    68   330 0.76 -
114e6d2abe           -            545 PHB.aln              -            425    0.0019   12.0   0.0   1   1   7.3e-05    0.0026   11.6   0.0    41   163   104   221    70   294 0.74 -
59bb4d8994           -            545 PHB.aln              -            425    0.0026   11.6   0.1   1   1   9.5e-05    0.0034   11.2   0.1    42   171   105   231    69   345 0.73 -
4fd7439f5f           -            545 PHB.aln              -            425    0.0028   11.5   0.1   1   1    0.0001    0.0036   11.1   0.1    42   171   105   231    69   344 0.74 -
afb51f2a48           -            545 PHB.aln              -            425    0.0038   11.0   0.1   1   1   0.00014     0.005   10.6   0.1    43   171   106   231    73   344 0.74 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/plastic_families/hmm/PHB.hmm
# Target file:     /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta
# Option settings: hmmsearch --tblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/plastic_families/PHB/PHB.tblout.tsv --domtblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/plastic_families/PHB/PHB.domtblout.tsv --cpu 4 /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/plastic_families/hmm/PHB.hmm /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta 
# Current dir:     /gpfs/work/bio/yueqingxing22/igem/HMM/scripts
# Date:            Thu Aug 28 12:47:14 2025
# [ok]
