#                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name             accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#     ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sp|P26495|PHAZ_ECTOL      -          PHO.aln              -           2.1e-118  400.1   0.1  2.3e-118  399.9   0.1   1.0   1   0   0   1   1   1   1 Poly(3-hydroxyalkanoate) depolymerase OS=Ectopseudomonas oleovorans OX=301 GN=phaZ PE=3 SV=1
sp|Q51718|PHAZ_PSEFL      -          PHO.aln              -           3.4e-104  353.4   0.0   3.2e-80  274.7   0.0   2.0   1   1   1   2   2   2   2 Poly(3-hydroxyoctanoate) depolymerase OS=Pseudomonas fluorescens OX=294 GN=phaZ PE=1 SV=1
sp|Q5UQ83|YR526_MIMIV     -          PHO.aln              -            1.4e-33  121.4   0.0   1.9e-33  121.0   0.0   1.0   1   0   0   1   1   1   1 Putative alpha/beta hydrolase R526 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R526 PE=1 SV=1
sp|P71668|LIPI_MYCTU      -          PHO.aln              -            3.6e-18   70.8   0.2     5e-18   70.3   0.2   1.2   1   0   0   1   1   1   1 Esterase LipI OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=lipI PE=1 SV=1
sp|Q8KQK1|ESTZ_PSEPU      -          PHO.aln              -            1.1e-16   65.8   0.0   1.5e-16   65.5   0.0   1.1   1   0   0   1   1   1   1 Ethyl acetate hydrolase OS=Pseudomonas putida OX=303 GN=estZ PE=1 SV=1
sp|P9WK86|NLHH_MYCTO      -          PHO.aln              -            4.5e-16   63.9   0.0   6.6e-16   63.3   0.0   1.2   1   0   0   1   1   1   1 Carboxylesterase NlhH OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=nlhH PE=3 SV=1
sp|P9WK87|NLHH_MYCTU      -          PHO.aln              -            4.5e-16   63.9   0.0   6.6e-16   63.3   0.0   1.2   1   0   0   1   1   1   1 Carboxylesterase NlhH OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=nlhH PE=1 SV=1
sp|P95125|LIPN_MYCTU      -          PHO.aln              -            1.6e-15   62.1   0.0   2.4e-15   61.5   0.0   1.2   1   0   0   1   1   1   1 Carboxylic ester hydrolase LipN OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=lipN PE=1 SV=1
sp|B5BLW5|ARE_SACSO       -          PHO.aln              -            1.2e-14   59.2   0.0   1.6e-14   58.7   0.0   1.1   1   0   0   1   1   1   1 Arylesterase OS=Saccharolobus solfataricus OX=2287 GN=are PE=1 SV=1
sp|Q9US38|YFZ3_SCHPO      -          PHO.aln              -            6.5e-14   56.8   0.0     1e-13   56.2   0.0   1.2   1   0   0   1   1   1   1 AB hydrolase superfamily protein C1039.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC1039.03 PE=3 SV=1
