#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
sp|P12625|PHB_RALPI       -            488 PHB.aln              -            425   1.7e-91  312.7  38.3   1   1   3.5e-94   2.1e-91  312.4  38.3    17   395    17   488     2   488 0.93 Poly(3-hydroxybutyrate) depolymerase OS=Ralstonia pickettii OX=329 PE=3 SV=1
sp|P52090|PHA1_PAULE      -            414 PHB.aln              -            425   1.1e-80  277.1  22.5   1   1   2.2e-83   1.3e-80  276.9  22.5    14   354    13   376     1   393 0.87 Poly(3-hydroxyalkanoate) depolymerase C OS=Paucimonas lemoignei OX=29443 GN=phaZ1 PE=3 SV=1
sp|O05527|PHB_DELAC       -            494 PHB.aln              -            425   1.4e-55  194.4  55.9   1   1   3.7e-58   2.2e-55  193.7  55.9   125   395    24   494     2   494 0.94 Poly(3-hydroxybutyrate) depolymerase OS=Delftia acidovorans OX=80866 GN=phaZCac PE=1 SV=1
sp|B2NHN2|PHAZ_TALFU      -            339 PHB.aln              -            425   1.1e-37  135.4  18.0   1   1   1.3e-39   7.5e-37  132.6  18.0   125   301    16   315    11   335 0.88 Polyhydroxybutyrate depolymerase OS=Talaromyces funiculosus OX=28572 GN=phaZ PE=1 SV=1
sp|G2QND5|FAEB_THET4      -            291 PHB.aln              -            425   4.4e-35  126.8   2.6   1   1   8.7e-38   5.1e-35  126.6   2.6    18   243     7   264     1   281 0.89 Feruloyl esterase B OS=Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) OX=573729 GN=Fae1a PE=1 SV=1
sp|Q9HGR3|FAEB_NEUCR      -            292 PHB.aln              -            425     3e-33  120.8   9.2   1   1     6e-36   3.5e-33  120.5   9.2    17   248     6   266     1   283 0.82 Feruloyl esterase B OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=fae-1 PE=2 SV=2
sp|Q5B037|AXE1_EMENI      -            304 PHB.aln              -            425   1.1e-31  115.6   6.8   1   1   2.1e-34   1.2e-31  115.5   6.8    21   242    10   254     1   299 0.85 Acetylxylan esterase A OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=axeA PE=1 SV=2
sp|B8NBI2|AXE1_ASPFN      -            307 PHB.aln              -            425   3.5e-29  107.4   5.4   1   1   7.3e-32   4.3e-29  107.1   5.4    22   233    11   262     2   299 0.80 Probable acetylxylan esterase A OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167) OX=332952 GN=axeA PE=3 SV=1
sp|A8PB24|AXE1_COPC7      -            374 PHB.aln              -            425     6e-29  106.6   6.2   1   1   1.4e-31   7.9e-29  106.2   6.2    30   268    90   360    57   370 0.83 Acetylxylan esterase OS=Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) OX=240176 GN=CC1G_12850 PE=1 SV=1
sp|A9JPE6|AXE1_ASPFL      -            307 PHB.aln              -            425     9e-29  106.0   5.9   1   1   1.9e-31   1.1e-28  105.7   5.9    22   233    11   262     2   299 0.80 Probable acetylxylan esterase A OS=Aspergillus flavus OX=5059 GN=axeA PE=3 SV=1
sp|Q75P26|AXE1_ASPOR      -            307 PHB.aln              -            425     9e-29  106.0   5.9   1   1   1.9e-31   1.1e-28  105.7   5.9    22   233    11   262     2   299 0.80 Acetylxylan esterase A OS=Aspergillus oryzae (strain ATCC 42149 / RIB 40) OX=510516 GN=axeA PE=1 SV=1
sp|Q92194|AXE1_ASPAW      -            304 PHB.aln              -            425   5.3e-28  103.5   7.1   1   1   1.1e-30   6.1e-28  103.3   7.1    17   242     3   267     1   298 0.83 Acetylxylan esterase A OS=Aspergillus awamori OX=105351 GN=axeA PE=1 SV=2
sp|A1CSZ8|AXE1_ASPCL      -            308 PHB.aln              -            425   1.9e-27  101.7   8.2   1   1   3.7e-30   2.2e-27  101.5   8.2    18   268     8   294     1   304 0.77 Probable acetylxylan esterase A OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) OX=344612 GN=axeA PE=3 SV=1
sp|A2QZI3|AXE1_ASPNC      -            303 PHB.aln              -            425   4.6e-27  100.4   7.5   1   1   9.3e-30   5.4e-27  100.2   7.5    14   266    10   288     1   297 0.81 Probable acetylxylan esterase A OS=Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513) OX=425011 GN=axeA PE=3 SV=1
sp|Q96W96|AXE1_ASPFI      -            303 PHB.aln              -            425   5.4e-27  100.2   8.0   1   1   1.1e-29   6.3e-27   99.9   8.0    14   266    10   288     1   297 0.81 Acetylxylan esterase A OS=Aspergillus ficuum OX=5058 GN=axeA PE=1 SV=1
sp|B8M9H9|FAEB_TALSN      -            358 PHB.aln              -            425   5.5e-27  100.1  17.9   1   1   1.5e-29   8.7e-27   99.5  17.9    16   329     6   334     2   355 0.77 Feruloyl esterase B OS=Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) OX=441959 GN=faeB PE=1 SV=1
sp|Q9HE18|FAEB_TALFU      -            353 PHB.aln              -            425     7e-27   99.8  19.3   1   1   1.7e-29   9.9e-27   99.3  19.3    17   341     7   335     2   351 0.81 Feruloyl esterase B OS=Talaromyces funiculosus OX=28572 GN=FAEB PE=1 SV=1
sp|A1DBP9|AXE1_NEOFI      -            368 PHB.aln              -            425   1.2e-25   95.7  27.9   1   1   4.5e-28   2.6e-25   94.6  27.9    20   271     8   295     1   364 0.79 Probable acetylxylan esterase A OS=Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) OX=331117 GN=axeA PE=3 SV=1
sp|Q4WBW4|AXE1_ASPFU      -            371 PHB.aln              -            425   1.3e-25   95.6  31.3   1   1   5.2e-28   3.1e-25   94.4  31.3    21   300     9   304     1   362 0.78 Probable acetylxylan esterase A OS=Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) OX=330879 GN=axeA PE=3 SV=1
sp|A9GMG8|CE1_SORC5       -            456 PHB.aln              -            425   1.5e-25   95.4   6.6   1   1   2.5e-28   1.5e-25   95.4   6.6    14   270    11   301     3   336 0.87 Multifunctional esterase OS=Sorangium cellulosum (strain So ce56) OX=448385 GN=sce3277 PE=1 SV=1
sp|Q51718|PHAZ_PSEFL      -            278 PHB.aln              -            425   6.4e-25   93.3   0.1   1   1   1.3e-27   7.5e-25   93.1   0.1    14   223     8   247     1   273 0.88 Poly(3-hydroxyoctanoate) depolymerase OS=Pseudomonas fluorescens OX=294 GN=phaZ PE=1 SV=1
sp|Q8NJP6|AXE1_TALPU      -            382 PHB.aln              -            425     2e-23   88.4  37.9   1   1   6.7e-26   3.9e-23   87.4  37.9    30   340    21   354     1   378 0.75 Acetylxylan esterase A OS=Talaromyces purpureogenus OX=1266744 GN=axeA PE=1 SV=1
sp|Q0C8Z1|AXE1_ASPTN      -            311 PHB.aln              -            425     4e-23   87.4   9.6   1   1   8.5e-26     5e-23   87.1   9.6    18   266    12   296     2   307 0.77 Probable acetylxylan esterase A OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=axeA PE=3 SV=1
sp|Q0K9H3|HBOH_CUPNH      -            718 PHB.aln              -            425   5.6e-22   83.6  22.6   1   1   1.3e-24   7.7e-22   83.2  22.6    13   425     9   718     1   718 0.81 D-(-)-3-hydroxybutyrate oligomer hydrolase OS=Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) OX=381666 GN=phaZ2 PE=1 SV=1
sp|P19833|LIP1_MORS1      -            319 PHB.aln              -            425   8.4e-22   83.1   0.0   1   1   1.7e-24     1e-21   82.8   0.0     3   228     2   260     1   316 0.88 Lipase 1 OS=Moraxella sp. (strain TA144) OX=77152 GN=lip1 PE=1 SV=1
sp|B8YG19|XS20E_NEOPA     -            671 PHB.aln              -            425   6.4e-21   80.2  11.6   1   1   1.7e-23     1e-20   79.5  11.6    30   300    19   279     2   539 0.77 Bifunctional acetylxylan esterase/xylanase XynS20E OS=Neocallimastix patriciarum OX=4758 GN=xynS20E PE=1 SV=1
sp|Q4W8C9|3HBOH_CUPNH     -            293 PHB.aln              -            425   4.4e-20   77.4   0.0   1   1   1.3e-22   7.3e-20   76.7   0.0    17   355    13   273     1   288 0.88 3-hydroxybutyrate-oligomer hydrolase OS=Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) OX=381666 GN=phaZc PE=1 SV=2
sp|P26495|PHAZ_ECTOL      -            283 PHB.aln              -            425   1.6e-17   68.9   0.0   1   1   3.5e-20     2e-17   68.6   0.0    59   267    30   234     4   280 0.75 Poly(3-hydroxyalkanoate) depolymerase OS=Ectopseudomonas oleovorans OX=301 GN=phaZ PE=3 SV=1
sp|Q5J1R3|NOCK_NOCUT      -            344 PHB.aln              -            425   7.6e-17   66.7   7.6   1   1   1.7e-19     1e-16   66.3   7.6    19   272    12   315     3   336 0.70 Putative esterase NocK OS=Nocardia uniformis subsp. tsuyamanensis OX=96045 GN=nocK PE=3 SV=1
sp|G8GER6|PETH1_THEFU     -            319 PHB.aln              -            425   4.7e-15   60.8   1.0   1   1   9.9e-18   5.7e-15   60.5   1.0    18   220    33   251    17   298 0.74 Cutinase cut1 OS=Thermobifida fusca OX=2021 GN=cut_1 PE=1 SV=1
sp|Q47RJ7|PETH1_THEFY     -            319 PHB.aln              -            425   4.7e-15   60.8   1.0   1   1   9.9e-18   5.7e-15   60.5   1.0    18   220    33   251    17   298 0.74 Cutinase OS=Thermobifida fusca (strain YX) OX=269800 GN=Tfu_0882 PE=1 SV=1
sp|Q9Y871|FAEB_PIREQ      -            536 PHB.aln              -            425     2e-14   58.7   0.7   1   1     5e-17   2.9e-14   58.2   0.7    34   219   284   460   266   532 0.73 Feruloyl esterase B OS=Piromyces equi OX=99929 GN=ESTA PE=2 SV=1
sp|Q47RJ6|PETH2_THEFY     -            301 PHB.aln              -            425   3.3e-14   58.0   1.2   1   1   6.3e-17   3.7e-14   57.9   1.2    14   220    18   233     1   280 0.75 Cutinase OS=Thermobifida fusca (strain YX) OX=269800 GN=TfH PE=1 SV=1
sp|Q6A0I4|PETH2_THEFU     -            301 PHB.aln              -            425   3.3e-14   58.0   1.2   1   1   6.3e-17   3.7e-14   57.9   1.2    14   220    18   233     1   280 0.75 Cutinase cut2 OS=Thermobifida fusca OX=2021 GN=cut2 PE=1 SV=1
