#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
afb51f2a48           -          PE.aln               -            2.1e-07   25.5   0.0   5.7e-07   24.0   0.0   1.7   1   1   0   1   1   1   1 -
4fd7439f5f           -          PE.aln               -            3.3e-07   24.8   0.0   9.2e-07   23.4   0.0   1.7   1   1   0   1   1   1   1 -
59bb4d8994           -          PE.aln               -            5.5e-07   24.1   0.0   2.2e-06   22.1   0.1   1.7   1   1   0   1   1   1   1 -
9c28e36175           -          PE.aln               -            6.7e-07   23.8   0.0     1e-06   23.2   0.0   1.2   1   0   0   1   1   1   1 -
114e6d2abe           -          PE.aln               -            7.1e-07   23.7   0.0   1.1e-06   23.1   0.0   1.3   1   0   0   1   1   1   1 -
e542ce1613           -          PE.aln               -            9.2e-07   23.4   0.0   1.5e-06   22.7   0.0   1.3   1   0   0   1   1   1   1 -
f41c6d89a0           -          PE.aln               -            2.6e-06   21.9   0.0   4.2e-06   21.2   0.0   1.4   1   0   0   1   1   1   1 -
54b0f51654           -          PE.aln               -              3e-06   21.7   0.0     5e-06   20.9   0.0   1.4   1   0   0   1   1   1   1 -
03f3222488           -          PE.aln               -            3.2e-06   21.6   0.0   5.8e-06   20.7   0.0   1.4   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/plastic_families/hmm/PE.hmm
# Target file:     /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta
# Option settings: hmmsearch --tblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/plastic_families/PE/PE.tblout.tsv --domtblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/plastic_families/PE/PE.domtblout.tsv --cpu 4 /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/plastic_families/hmm/PE.hmm /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta 
# Current dir:     /gpfs/work/bio/yueqingxing22/igem/HMM/scripts
# Date:            Thu Aug 28 12:47:13 2025
# [ok]
